Query Name,ResultDir,exit_status,macrobase.analysis.transformType,macrobase.loader.loaderType,macrobase.analysis.contextual.denseContextTau,macrobase.analysis.contextual.numTuples,macrobase.analysis.contextual.pruning.triviality,macrobase.analysis.contextual.pruning.contextContainedInOutliers,macrobase.analysis.contextual.pruning.mad.noOutliers,macrobase.analysis.contextual.pruning.mad.containedOutliers,timeTotal,timeBuildLattice,timeDetectContextualOutliers,timeMADNoOutliersContainedOutliersPruned,numDensityPruning,numTrivialityPruning,numContextContainedInOutliersPruning,numContextsGenerated,numMadNoOutliers,numMadContainedOutliers,numContextsGeneratedWithMaximalOutliers,precision,recall,precisionRelaxed,recallRelaxed
fed_disbursements1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/fed_disbursements1000000/11-04-23:39:11,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,True,True,True,167114,70595,95058,320,7116,343,2,18620,140,16880,1600,,,,
fed_disbursements1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/fed_disbursements1000000/11-04-23:44:07,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,False,True,True,159011,60263,97293,518,7116,343,0,18623,143,16880,1600,,,,
fed_disbursements1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/fed_disbursements1000000/11-04-23:48:47,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,True,True,True,257029,131829,123651,747,7116,0,3,52557,279,50666,1600,,,,
fed_disbursements1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/fed_disbursements1000000/11-04-23:55:14,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,False,True,True,254738,107678,145612,1199,7116,0,0,52564,286,50666,1600,,,,
fed_disbursements1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/fed_disbursements1000000/11-05-00:01:30,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,True,False,True,140937,59379,80120,235,7116,343,2,18620,0,17019,1600,,,,
fed_disbursements1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/fed_disbursements1000000/11-05-00:05:48,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,False,False,True,162699,58493,102783,370,7116,343,0,18623,0,17019,1600,,,,
fed_disbursements1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/fed_disbursements1000000/11-05-00:10:40,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,True,False,True,242072,121798,118832,878,7116,0,3,52557,0,50944,1600,,,,
fed_disbursements1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/fed_disbursements1000000/11-05-00:16:48,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,False,False,True,252670,130000,121164,589,7116,0,0,52564,0,50944,1600,,,,
fed_disbursements1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/fed_disbursements1000000/11-05-00:23:03,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,True,True,False,402480,44534,356482,169,7116,343,2,18620,140,0,1600,,,,
fed_disbursements1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/fed_disbursements1000000/11-05-00:31:48,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,False,True,False,420646,48913,370301,160,7116,343,0,18623,143,0,1600,,,,
fed_disbursements1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/fed_disbursements1000000/11-05-00:40:53,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,True,True,False,960579,99315,859687,385,7116,0,3,52557,279,0,1600,,,,
fed_disbursements1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/fed_disbursements1000000/11-05-00:59:02,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,False,True,False,1032504,101372,929463,482,7116,0,0,52564,286,0,1600,,,,
fed_disbursements1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/fed_disbursements1000000/11-05-01:18:19,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,True,False,False,407960,56303,350194,0,7116,343,2,18620,0,0,1600,,,,
fed_disbursements1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/fed_disbursements1000000/11-05-01:27:12,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,False,False,False,419790,63724,354529,0,7116,343,0,18623,0,0,1600,,,,
fed_disbursements1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/fed_disbursements1000000/11-05-01:36:18,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,True,False,False,971337,88744,880999,0,7116,0,3,52557,0,0,1600,,,,
fed_disbursements1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/fed_disbursements1000000/11-05-01:54:37,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,False,False,False,909837,92698,815548,0,7116,0,0,52564,0,0,1600,,,,
